severe,hour,is_night,rural,day_type,speed_limit,light_conditions,weather_conditions,road_surface_conditions,road_type,urban_or_rural_area,police_force,longitude,latitude,first_road_class,hour_factor,speed_limit_factor,rural_factor
0,8,0,0,Weekday,40,Daylight,Fine no high winds,Dry,Single carriageway,Urban,South Yorkshire,-1.40055,53.44902,Unclassified,8,40,Urban
0,17,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Northumbria,-1.59922,54.97197,B,17,30,Urban
1,13,0,0,Weekday,30,Daylight,Raining no high winds,Wet or damp,Single carriageway,Urban,Northumbria,-1.54111,54.97141,Unclassified,13,30,Urban
0,15,0,1,Weekend,20,Daylight,Raining no high winds,Wet or damp,Single carriageway,Rural,Northumbria,-1.6162,55.03529,Unclassified,15,20,Rural
1,13,0,0,Weekday,30,Daylight,Raining no high winds,Wet or damp,Single carriageway,Urban,Northumbria,-1.66676,54.98637,Unclassified,13,30,Urban
0,19,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Wet or damp,Single carriageway,Urban,Northumbria,-1.55771,54.96911,Unclassified,19,30,Urban
0,14,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Northumbria,-1.6457,55.0192,Unclassified,14,30,Urban
0,10,0,0,Weekday,50,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Northumbria,-1.66388,54.96551,A,10,50,Urban
1,18,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Northumbria,-1.5851,55.01397,Unclassified,18,30,Urban
0,15,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Northumbria,-1.44417,55.04218,Unclassified,15,20,Urban
0,16,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Northumbria,-1.50705,55.03042,Unclassified,16,30,Urban
1,20,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Northumbria,-1.4064,54.91814,A,20,30,Urban
0,9,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Roundabout,Urban,West Midlands,-1.4874,52.407,A,9,30,Urban
0,2,1,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,West Midlands,-1.45434,52.40833,Unclassified,2,30,Urban
0,18,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,West Midlands,-1.47572,52.41121,A,18,30,Urban
0,15,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,West Midlands,-1.46382,52.43845,Unclassified,15,30,Urban
1,18,0,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,West Midlands,-2.10079,52.52656,Unclassified,18,30,Urban
1,8,0,0,Weekday,30,Daylight,Raining + high winds,Wet or damp,Single carriageway,Urban,West Midlands,-2.07572,52.49302,Unclassified,8,30,Urban
0,4,1,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Roundabout,Urban,West Midlands,-2.12002,52.48773,A,4,30,Urban
1,19,0,0,Weekday,40,Darkness - lights lit,Raining no high winds,Wet or damp,Single carriageway,Urban,West Midlands,-2.11581,52.45891,A,19,40,Urban
0,16,0,0,Weekend,30,Darkness - lights lit,Raining no high winds,Wet or damp,Single carriageway,Urban,West Midlands,-2.09786,52.51615,B,16,30,Urban
0,9,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,West Midlands,-1.74061,52.3622,Unclassified,9,30,Urban
1,9,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,West Midlands,-1.82491,52.40766,A,9,30,Urban
0,12,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,West Midlands,-1.7473,52.38807,Unclassified,12,30,Urban
0,17,0,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,West Midlands,-2.03136,52.57264,Unclassified,17,30,Urban
1,10,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,West Midlands,-1.88008,52.56903,A,10,30,Urban
0,16,0,0,Weekend,30,Daylight,Raining no high winds,Wet or damp,Single carriageway,Urban,West Midlands,-2.09058,52.60854,Unclassified,16,30,Urban
0,18,0,0,Weekday,20,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,West Yorkshire,-1.90867,53.70919,A,18,20,Urban
0,11,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,West Yorkshire,-1.82828,53.73353,Unclassified,11,30,Urban
1,8,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,West Yorkshire,-1.77007,53.70267,A,8,30,Urban
0,14,0,0,Weekday,50,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Northumbria,-1.63193,54.94309,A,14,50,Urban
0,18,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Northumbria,-1.58801,54.94098,B,18,30,Urban
0,20,0,0,Weekend,20,Darkness - lights lit,Fine no high winds,Dry,One way street,Urban,City of London,-0.10108,51.51874,Unclassified,20,20,Urban
0,10,0,0,Weekend,30,Daylight,Raining no high winds,Wet or damp,Single carriageway,Urban,Metropolitan Police,0.14491,51.53851,Unclassified,10,30,Urban
0,7,0,0,Weekday,30,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Metropolitan Police,0.13297,51.45818,A,7,30,Urban
1,22,0,1,Weekend,40,Darkness - lights lit,Raining no high winds,Wet or damp,Single carriageway,Rural,Metropolitan Police,0.202,51.45623,A,22,40,Rural
1,20,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Metropolitan Police,0.10097,51.45937,C,20,30,Urban
0,15,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Roundabout,Urban,Metropolitan Police,-0.36143,51.56524,C,15,20,Urban
0,15,0,0,Weekend,20,Daylight,Other,Dry,Roundabout,Urban,Metropolitan Police,-0.32689,51.59174,Unclassified,15,20,Urban
0,3,1,0,Weekday,20,Darkness - lights lit,Fine no high winds,Wet or damp,Single carriageway,Urban,Metropolitan Police,-0.17786,51.4185,A,3,20,Urban
0,16,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Metropolitan Police,-0.22984,51.40715,A,16,30,Urban
0,19,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Metropolitan Police,-0.14603,51.39419,A,19,30,Urban
0,16,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Metropolitan Police,-0.0083,51.56767,C,16,30,Urban
0,21,0,1,Weekend,30,Darkness - lights lit,Fine no high winds,Wet or damp,Slip road,Rural,Metropolitan Police,0.01201,51.59582,A,21,30,Rural
0,10,0,1,Weekend,60,Daylight,Fine no high winds,Wet or damp,Single carriageway,Rural,Police Scotland,-4.44679,54.82522,A,10,60,Rural
0,20,0,1,Weekday,70,Daylight,Fine no high winds,Wet or damp,Dual carriageway,Rural,Police Scotland,-3.41019,55.25182,A(M),20,70,Rural
0,9,0,1,Weekend,60,Daylight,Fine no high winds,Wet or damp,Single carriageway,Rural,Police Scotland,-3.88841,54.96359,C,9,60,Rural
1,10,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Police Scotland,-4.47261,55.61139,Unclassified,10,30,Urban
0,17,0,0,Weekday,30,Darkness - lights unlit,Fine no high winds,Dry,Single carriageway,Urban,Police Scotland,-3.78984,55.9933,Unclassified,17,30,Urban
0,14,0,1,Weekday,60,Daylight,Fine no high winds,Wet or damp,Single carriageway,Rural,Police Scotland,-3.5114,57.62964,A,14,60,Rural
0,12,0,1,Weekday,60,Daylight,Fine no high winds,Dry,Roundabout,Rural,Police Scotland,-3.10419,57.61923,A,12,60,Rural
0,7,0,1,Weekday,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Police Scotland,-2.93333,57.66763,A,7,60,Rural
0,1,1,0,Weekday,60,Darkness - lights lit,Fine no high winds,Wet or damp,Single carriageway,Urban,Police Scotland,-1.15565,60.18382,Unclassified,1,60,Urban
0,18,0,0,Weekday,30,Darkness - lighting unknown,Raining no high winds,Dry,Single carriageway,Urban,Police Scotland,-4.59584,55.45564,A,18,30,Urban
1,8,0,1,Weekday,60,Daylight,Raining no high winds,Wet or damp,Single carriageway,Rural,Police Scotland,-4.0459,55.73475,Unclassified,8,60,Rural
1,16,0,1,Weekday,60,Daylight,Fine no high winds,Dry,Dual carriageway,Rural,Police Scotland,-3.5388,55.64694,B,16,60,Rural
0,17,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Police Scotland,-4.15019,55.76504,Unclassified,17,30,Urban
1,20,0,1,Weekday,70,Darkness - lighting unknown,Raining + high winds,Wet or damp,Dual carriageway,Rural,Police Scotland,-3.69673,55.48294,A(M),20,70,Rural
1,17,0,0,Weekday,30,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Police Scotland,-5.47159,56.42074,A,17,30,Urban
1,20,0,0,Weekday,30,Darkness - lights lit,Raining no high winds,Wet or damp,Single carriageway,Urban,Police Scotland,-4.41808,55.84633,Unclassified,20,30,Urban
0,8,0,0,Weekday,30,Darkness - lights unlit,Fine no high winds,Wet or damp,Single carriageway,Urban,Police Scotland,-4.58402,55.98042,B,8,30,Urban
1,13,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Police Scotland,-2.96316,56.46294,A,13,30,Urban
1,15,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Police Scotland,-3.02202,56.49005,Unclassified,15,30,Urban
0,8,0,1,Weekday,70,Daylight,Fine no high winds,Wet or damp,Roundabout,Rural,Police Scotland,-3.21069,56.13858,A,8,70,Rural
1,16,0,1,Weekend,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Police Scotland,-3.5963,56.11792,B,16,60,Rural
1,22,0,1,Weekend,50,Darkness - lights unlit,Raining no high winds,Dry,Dual carriageway,Rural,Police Scotland,-3.3928,56.0829,A,22,50,Rural
0,9,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Police Scotland,-4.02884,55.86219,A,9,30,Urban
1,21,0,0,Weekday,20,Darkness - lights lit,Raining no high winds,Wet or damp,Single carriageway,Urban,North Wales,-3.02872,53.20388,Unclassified,21,20,Urban
0,10,0,1,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Dyfed-Powys,-4.0514,52.49098,B,10,20,Rural
0,19,0,1,Weekend,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Dyfed-Powys,-4.49974,52.10017,B,19,60,Rural
0,18,0,1,Weekend,20,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Dyfed-Powys,-4.06685,52.40333,A,18,20,Rural
0,19,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,South Wales,-3.88324,51.65528,Unclassified,19,20,Urban
0,18,0,0,Weekend,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,South Wales,-3.81092,51.60472,Unclassified,18,20,Urban
0,17,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,South Wales,-3.45296,51.633,A,17,20,Urban
0,7,0,1,Weekday,70,Daylight,Fine no high winds,Dry,Dual carriageway,Rural,Gwent,-3.14723,51.66226,A,7,70,Rural
0,11,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Gwent,-3.02661,51.65852,Unclassified,11,20,Urban
1,16,0,1,Weekday,60,Daylight,Fine no high winds,Wet or damp,Single carriageway,Rural,Dyfed-Powys,-3.41095,52.12781,B,16,60,Rural
0,19,0,1,Weekend,60,Darkness - no lighting,Raining + high winds,Wet or damp,Single carriageway,Rural,Dyfed-Powys,-3.08522,52.77159,A,19,60,Rural
0,17,0,1,Weekday,50,Daylight,Fine no high winds,Dry,Dual carriageway,Rural,Cleveland,-1.30743,54.62749,A,17,50,Rural
0,8,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Cleveland,-1.27217,54.61481,Unclassified,8,30,Urban
1,16,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Cleveland,-1.29388,54.59267,B,16,30,Urban
1,12,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Lancashire,-2.50005,53.74575,Unclassified,12,30,Urban
1,16,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Lancashire,-3.0221,53.80631,Unclassified,16,30,Urban
0,22,0,0,Weekend,30,Darkness - lights lit,Fine no high winds,Wet or damp,Single carriageway,Urban,Humberside,-0.09109,53.53732,A,22,30,Urban
0,12,0,1,Weekend,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Humberside,-0.36122,53.67627,Unclassified,12,60,Rural
0,15,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Humberside,-0.67183,53.5639,Unclassified,15,30,Urban
0,1,1,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,North Yorkshire,-1.08269,53.95414,Unclassified,1,30,Urban
0,8,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,North Yorkshire,-1.10384,53.94368,A,8,30,Urban
0,8,0,0,Weekday,30,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Derbyshire,-1.46715,52.93467,Unclassified,8,30,Urban
0,14,0,0,Weekday,20,Daylight,Raining no high winds,Wet or damp,Single carriageway,Urban,Leicestershire,-1.13858,52.62752,C,14,20,Urban
0,12,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,West Mercia,-2.72035,52.05488,A,12,30,Urban
0,3,1,1,Weekend,60,Darkness - no lighting,Fine no high winds,Wet or damp,Single carriageway,Rural,West Mercia,-2.46777,52.1881,A,3,60,Rural
1,7,0,1,Weekday,40,Daylight,Fine no high winds,Wet or damp,Single carriageway,Rural,Avon and Somerset,-2.89398,51.29548,Unclassified,7,40,Rural
0,15,0,0,Weekday,20,Daylight,Other,Dry,Single carriageway,Urban,Devon and Cornwall,-4.16712,50.41577,Unclassified,15,20,Urban
0,16,0,1,Weekday,70,Daylight,Raining no high winds,Wet or damp,Dual carriageway,Rural,Devon and Cornwall,-4.17199,50.41052,A,16,70,Rural
0,9,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Devon and Cornwall,-4.13072,50.37086,Unclassified,9,30,Urban
0,17,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Devon and Cornwall,-4.13207,50.43152,Unclassified,17,30,Urban
1,18,0,0,Weekday,30,Darkness - lights lit,Raining no high winds,Wet or damp,Single carriageway,Urban,Wiltshire,-1.7713,51.56214,B,18,30,Urban
0,11,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Wiltshire,-1.81732,51.59958,Unclassified,11,30,Urban
0,20,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Wet or damp,Single carriageway,Urban,Wiltshire,-1.79956,51.5638,Unclassified,20,30,Urban
0,8,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Bedfordshire,-0.42853,51.88545,A,8,30,Urban
0,10,0,0,Weekday,30,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Bedfordshire,-0.45895,51.9071,Unclassified,10,30,Urban
0,13,0,1,Weekday,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Essex,0.3474,51.49772,Unclassified,13,60,Rural
0,15,0,1,Weekday,30,Daylight,Fine no high winds,Wet or damp,Single carriageway,Rural,Kent,0.64616,51.47034,Unclassified,15,30,Rural
0,14,0,1,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Kent,0.49428,51.4332,B,14,30,Rural
1,6,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Kent,0.47272,51.3959,Unclassified,6,30,Urban
1,18,0,0,Weekend,30,Darkness - lighting unknown,Fine no high winds,Dry,Single carriageway,Urban,Kent,0.51813,51.36519,Unclassified,18,30,Urban
1,11,0,0,Weekday,40,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Thames Valley,-1.29565,51.40432,A,11,40,Urban
0,8,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Thames Valley,-0.96033,51.46849,Unclassified,8,30,Urban
0,18,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Thames Valley,-0.62369,51.53181,Unclassified,18,30,Urban
0,0,1,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Dual carriageway,Urban,Thames Valley,-0.59945,51.51062,A,0,30,Urban
0,11,0,1,Weekend,50,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Thames Valley,-0.91557,51.39241,A,11,50,Rural
0,18,0,0,Weekday,30,Darkness - no lighting,Fine no high winds,Dry,Single carriageway,Urban,Thames Valley,-0.81916,51.41516,Unclassified,18,30,Urban
1,0,1,0,Weekday,30,Darkness - lighting unknown,Fine no high winds,Wet or damp,Single carriageway,Urban,Thames Valley,-0.73421,51.9942,B,0,30,Urban
0,23,0,1,Weekday,60,Darkness - lighting unknown,Fine no high winds,Dry,Single carriageway,Rural,Thames Valley,-0.6924,52.10238,A,23,60,Rural
0,17,0,1,Weekday,60,Daylight,Raining no high winds,Wet or damp,Roundabout,Rural,Thames Valley,-0.75325,52.05457,Unclassified,17,60,Rural
0,18,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Thames Valley,-0.71618,51.9987,C,18,30,Urban
0,9,0,1,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Hampshire,-1.10038,50.78582,Unclassified,9,30,Rural
0,16,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Hampshire,-1.08383,50.80422,Unclassified,16,30,Urban
0,19,0,1,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Hampshire,-1.10056,50.78645,Unclassified,19,30,Rural
0,16,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Hampshire,-1.07775,50.80946,A,16,30,Urban
0,16,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Hampshire,-1.07946,50.81705,A,16,30,Urban
0,16,0,1,Weekday,40,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Hampshire,-1.51396,50.70144,A,16,40,Rural
1,7,0,1,Weekday,60,Daylight,Raining no high winds,Wet or damp,Single carriageway,Rural,Durham,-1.3491,54.85289,B,7,60,Rural
0,8,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Roundabout,Urban,Durham,-1.5744,54.70333,Unclassified,8,30,Urban
0,20,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Durham,-1.5887,54.70238,Unclassified,20,30,Urban
0,9,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Durham,-1.74546,54.86369,B,9,20,Urban
0,10,0,1,Weekend,30,Daylight,Fine no high winds,Dry,Roundabout,Rural,West Mercia,-2.92559,52.63957,A,10,30,Rural
0,18,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,West Mercia,-2.48694,52.90469,A,18,30,Urban
1,18,0,1,Weekend,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,West Mercia,-2.79559,52.76241,B,18,60,Rural
0,0,1,1,Weekday,70,Darkness - no lighting,Fine no high winds,Dry,Dual carriageway,Rural,Bedfordshire,-0.45991,52.11141,A,0,70,Rural
0,12,0,1,Weekday,40,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Bedfordshire,-0.28566,52.2076,A,12,40,Rural
0,10,0,1,Weekday,40,Daylight,Fine no high winds,Dry,Dual carriageway,Rural,Bedfordshire,-0.31128,52.18476,A,10,40,Rural
1,12,0,1,Weekend,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Northumbria,-2.06465,54.92695,B,12,60,Rural
1,8,0,1,Weekday,40,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Cumbria,-3.11603,54.84305,A,8,40,Rural
0,15,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Cumbria,-2.90138,54.87644,Unclassified,15,30,Urban
1,16,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Cumbria,-3.5663,54.53283,Unclassified,16,30,Urban
0,9,0,0,Weekday,30,Daylight,Fine no high winds,Frost or ice,Single carriageway,Urban,Cumbria,-2.75776,54.34266,Unclassified,9,30,Urban
0,16,0,0,Weekday,20,Darkness - lighting unknown,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.25288,53.48311,Unclassified,16,20,Urban
0,7,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.33589,53.52369,A,7,30,Urban
0,22,0,0,Weekday,30,Darkness - lights lit,Raining no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.16031,53.41789,B,22,30,Urban
1,1,1,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.16754,53.40069,Unclassified,1,30,Urban
0,18,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.16195,53.36668,Unclassified,18,30,Urban
1,20,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.08629,53.45265,A,20,30,Urban
0,12,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.59804,53.51789,A,12,30,Urban
0,7,0,0,Weekday,20,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.57652,53.53721,Unclassified,7,20,Urban
0,1,1,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.90587,53.48016,B,1,30,Urban
0,14,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Roundabout,Urban,Merseyside,-2.9707,53.63332,Unclassified,14,30,Urban
0,15,0,0,Weekday,30,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Northumbria,-1.69418,55.00869,Unclassified,15,30,Urban
0,12,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Northumbria,-1.61125,54.99777,B,12,30,Urban
0,19,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Northumbria,-1.64792,54.97581,Unclassified,19,30,Urban
0,23,0,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Northumbria,-1.61134,54.97062,A,23,30,Urban
1,9,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Northumbria,-1.5872,54.97532,B,9,30,Urban
1,16,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Northumbria,-1.44937,55.01038,A,16,30,Urban
0,23,0,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Northumbria,-1.50687,55.00623,C,23,30,Urban
0,20,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,West Midlands,-2.16479,52.44764,Unclassified,20,30,Urban
