severe,hour,is_night,rural,day_type,speed_limit,light_conditions,weather_conditions,road_surface_conditions,road_type,urban_or_rural_area,police_force,longitude,latitude,first_road_class,hour_factor,speed_limit_factor,rural_factor
0,17,0,1,Weekday,70,Daylight,Fine no high winds,Dry,Dual carriageway,Rural,Warwickshire,-1.57491,52.25212,Motorway,17,70,Rural
0,9,0,1,Weekday,70,Daylight,Fine no high winds,Dry,Dual carriageway,Rural,Warwickshire,-1.69122,52.57296,Motorway,9,70,Rural
0,5,0,1,Weekday,50,Darkness - no lighting,Raining no high winds,Wet or damp,Single carriageway,Rural,Warwickshire,-1.28371,52.41681,Unclassified,5,50,Rural
0,15,0,1,Weekday,30,Daylight,Fine no high winds,Wet or damp,Single carriageway,Rural,Warwickshire,-1.23854,52.37574,Unclassified,15,30,Rural
0,20,0,1,Weekday,50,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.47415,52.49421,B,20,50,Rural
0,7,0,1,Weekday,50,Daylight,Fine no high winds,Dry,Roundabout,Rural,Warwickshire,-1.49535,52.46242,A,7,50,Rural
0,10,0,1,Weekday,50,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.64494,52.51536,B,10,50,Rural
0,0,1,1,Weekday,60,Darkness - no lighting,Fine no high winds,Wet or damp,Single carriageway,Rural,Warwickshire,-1.5545,52.64124,Unclassified,0,60,Rural
0,8,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.44611,52.54175,Unclassified,8,30,Urban
1,21,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.28036,52.37371,Unclassified,21,30,Urban
1,16,0,1,Weekday,50,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.5867,52.56938,B,16,50,Rural
0,9,0,0,Weekday,40,Daylight,Fine no high winds,Dry,Roundabout,Urban,Warwickshire,-1.46785,52.51474,A,9,40,Urban
0,15,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.28746,52.35622,Unclassified,15,30,Urban
1,14,0,1,Weekend,60,Daylight,Fine no high winds,Dry,Dual carriageway,Rural,Warwickshire,-1.87579,52.20593,A,14,60,Rural
0,15,0,0,Weekday,70,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Warwickshire,-1.43742,52.43938,Motorway,15,70,Urban
0,18,0,1,Weekday,30,Daylight,Fine no high winds,Dry,Roundabout,Rural,Warwickshire,-1.60627,52.61435,B,18,30,Rural
0,13,0,1,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.54264,52.4994,Unclassified,13,30,Rural
1,18,0,0,Weekday,30,Daylight,Fine no high winds,Dry,One way street,Urban,Warwickshire,-1.47343,52.48047,Unclassified,18,30,Urban
0,9,0,1,Weekday,40,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.8819,52.23534,A,9,40,Rural
1,12,0,1,Weekday,70,Daylight,Fine no high winds,Dry,Dual carriageway,Rural,Warwickshire,-1.5164,52.36725,A,12,70,Rural
0,18,0,1,Weekend,40,Daylight,Fine no high winds,Dry,Dual carriageway,Rural,Warwickshire,-1.61196,52.29055,A,18,40,Rural
1,15,0,1,Weekday,50,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.46998,52.34624,A,15,50,Rural
0,18,0,1,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.69899,52.19108,B,18,30,Rural
0,16,0,1,Weekend,50,Daylight,Fine no high winds,Dry,Roundabout,Rural,Warwickshire,-1.87581,52.20595,A,16,50,Rural
0,16,0,1,Weekday,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.30709,52.20101,Unclassified,16,60,Rural
1,23,0,1,Weekday,70,Darkness - lights lit,Fine no high winds,Dry,Dual carriageway,Rural,Warwickshire,-1.64373,52.60333,A,23,70,Rural
1,9,0,1,Weekend,50,Daylight,Fine no high winds,Dry,Dual carriageway,Rural,Warwickshire,-1.71805,52.58869,A,9,50,Rural
0,20,0,1,Weekday,50,Darkness - no lighting,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.5542,52.24071,A,20,50,Rural
0,21,0,1,Weekday,30,Darkness - lights lit,Raining no high winds,Wet or damp,One way street,Rural,Warwickshire,-1.62427,52.06204,A,21,30,Rural
1,12,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.48254,52.46546,B,12,30,Urban
0,9,0,1,Weekday,60,Daylight,Fine no high winds,Dry,Slip road,Rural,Warwickshire,-1.43065,52.43858,Motorway,9,60,Rural
0,20,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.47924,52.48814,Unclassified,20,30,Urban
0,15,0,0,Weekday,30,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Warwickshire,-1.53485,52.28246,B,15,30,Urban
1,14,0,1,Weekday,70,Daylight,Fine no high winds,Dry,Dual carriageway,Rural,Warwickshire,-1.30835,52.42316,Motorway,14,70,Rural
0,12,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.7116,52.1881,Unclassified,12,20,Urban
0,8,0,1,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.29419,52.33862,Unclassified,8,20,Rural
0,22,0,1,Weekday,70,Darkness - no lighting,Fine no high winds,Flood over 3cm. deep,Dual carriageway,Rural,Warwickshire,-1.72371,52.54192,Motorway,22,70,Rural
0,12,0,0,Weekday,30,Daylight,Raining no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.29728,52.36414,Unclassified,12,30,Urban
0,1,1,1,Weekend,70,Darkness - no lighting,Fine no high winds,Dry,Dual carriageway,Rural,Warwickshire,-1.6021,52.25678,Motorway,1,70,Rural
0,19,0,1,Weekend,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.84012,52.25015,Unclassified,19,60,Rural
0,17,0,1,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Roundabout,Rural,Warwickshire,-1.4728,52.49899,A,17,30,Rural
0,9,0,1,Weekday,30,Daylight,Fine no high winds,Wet or damp,Single carriageway,Rural,Warwickshire,-1.58647,52.19186,B,9,30,Rural
0,13,0,1,Weekday,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.68303,52.23199,A,13,60,Rural
0,12,0,1,Weekday,70,Daylight,Fine no high winds,Dry,Dual carriageway,Rural,Warwickshire,-1.64154,52.46935,Motorway,12,70,Rural
0,13,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.57454,52.33824,A,13,20,Urban
1,4,1,1,Weekday,50,Darkness - lights unlit,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.53702,52.31483,B,4,50,Rural
0,9,0,1,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.43539,52.36138,A,9,30,Rural
0,7,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.46559,52.51367,A,7,30,Urban
1,11,0,1,Weekday,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.53046,52.12322,A,11,60,Rural
0,9,0,1,Weekday,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.56037,52.23692,B,9,60,Rural
0,20,0,1,Weekday,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.41259,52.25129,A,20,60,Rural
1,21,0,0,Weekday,70,Darkness - lights unlit,Fine no high winds,Dry,Dual carriageway,Urban,Warwickshire,-1.43954,52.38951,A,21,70,Urban
1,20,0,1,Weekend,60,Darkness - no lighting,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.63001,52.10312,A,20,60,Rural
0,9,0,1,Weekday,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.82253,52.19727,Unclassified,9,60,Rural
0,15,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.50668,52.47736,Unclassified,15,30,Urban
0,11,0,1,Weekday,70,Daylight,Fine no high winds,Dry,Dual carriageway,Rural,Warwickshire,-1.54256,52.47103,Motorway,11,70,Rural
0,19,0,1,Weekday,70,Daylight,Fine no high winds,Dry,Dual carriageway,Rural,Warwickshire,-1.72077,52.54498,Motorway,19,70,Rural
0,16,0,1,Weekday,50,Darkness - lights lit,Fine no high winds,Wet or damp,Roundabout,Rural,Warwickshire,-1.62031,52.25935,A,16,50,Rural
0,11,0,1,Weekday,60,Daylight,Fine no high winds,Dry,Roundabout,Rural,Warwickshire,-1.61993,52.25866,A,11,60,Rural
0,16,0,1,Weekday,50,Daylight,Fine no high winds,Dry,Roundabout,Rural,Warwickshire,-1.64146,52.60442,Motorway,16,50,Rural
0,16,0,1,Weekday,50,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.7560500000000001,52.25005,A,16,50,Rural
1,17,0,1,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.3004,52.37956,Unclassified,17,30,Rural
0,8,0,1,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.45019,52.53907,Unclassified,8,30,Rural
1,5,0,1,Weekday,30,Darkness - no lighting,Raining no high winds,Wet or damp,Single carriageway,Rural,Warwickshire,-1.63493,52.51959,B,5,30,Rural
0,18,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.4723,52.45959,Unclassified,18,30,Urban
0,10,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.47802,52.47994,Unclassified,10,30,Urban
0,6,0,1,Weekday,50,Darkness - no lighting,Fine no high winds,Wet or damp,Dual carriageway,Rural,Warwickshire,-1.44921,52.37157,A,6,50,Rural
1,1,1,1,Weekday,50,Darkness - no lighting,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.69055,52.18062,A,1,50,Rural
1,12,0,1,Weekday,50,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.61781,52.19859,B,12,50,Rural
0,8,0,1,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.91833,52.27083,A,8,30,Rural
1,0,1,1,Weekday,50,Darkness - no lighting,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.48081,52.55426,A,0,50,Rural
0,18,0,1,Weekend,50,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.4768,52.34221,A,18,50,Rural
0,14,0,1,Weekend,50,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.35858,52.28333,A,14,50,Rural
0,15,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.26335,52.37488,B,15,30,Urban
1,15,0,1,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.39998,52.38538,A,15,30,Rural
1,21,0,1,Weekend,50,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.50302,52.5644,A,21,50,Rural
1,19,0,1,Weekend,60,Darkness - lights lit,Fine no high winds,Dry,Dual carriageway,Rural,Warwickshire,-1.33325,52.3432,A,19,60,Rural
0,18,0,1,Weekend,70,Daylight,Fine no high winds,Dry,Roundabout,Rural,Warwickshire,-1.65178,52.24235,A,18,70,Rural
1,5,0,1,Weekday,70,Darkness - no lighting,Fine no high winds,Dry,Dual carriageway,Rural,Warwickshire,-1.48418,52.20812,Motorway,5,70,Rural
1,12,0,1,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.46574,52.18338,B,12,30,Rural
0,16,0,0,Weekday,30,Darkness - lights lit,Raining no high winds,Wet or damp,Single carriageway,Urban,Warwickshire,-1.5444,52.27217,Unclassified,16,30,Urban
1,2,1,1,Weekend,50,Darkness - no lighting,Raining no high winds,Wet or damp,Single carriageway,Rural,Warwickshire,-1.45913,52.17732,B,2,50,Rural
0,7,0,1,Weekday,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.61477,52.63743,Unclassified,7,60,Rural
0,17,0,1,Weekday,30,Daylight,Fine no high winds,Dry,Roundabout,Rural,Warwickshire,-1.5608900000000001,52.33099,A,17,30,Rural
0,4,1,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.26262,52.37182,Unclassified,4,30,Urban
0,15,0,0,Weekday,70,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Warwickshire,-1.54375,52.58052,A,15,70,Urban
1,4,1,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.59933,52.27646,A,4,30,Urban
0,10,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.48397,52.48706,Unclassified,10,30,Urban
0,16,0,0,Weekday,30,Darkness - lights lit,Raining no high winds,Wet or damp,Single carriageway,Urban,Warwickshire,-1.51822,52.53721,B,16,30,Urban
0,8,0,1,Weekday,60,Daylight,Fine no high winds,Wet or damp,Single carriageway,Rural,Warwickshire,-1.5432,52.47797,Unclassified,8,60,Rural
1,9,0,1,Weekday,60,Daylight,Fine no high winds,Wet or damp,Single carriageway,Rural,Warwickshire,-1.48576,52.25371,B,9,60,Rural
0,14,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.54744,52.28602,A,14,30,Urban
0,16,0,1,Weekday,40,Daylight,Fine no high winds,Dry,Roundabout,Rural,Warwickshire,-1.42974,52.43875,A,16,40,Rural
0,15,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.70868,52.19008,Unclassified,15,30,Urban
0,19,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.25863,52.37008,A,19,30,Urban
0,12,0,1,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.66661,52.13708,A,12,30,Rural
1,18,0,1,Weekday,40,Darkness - no lighting,Fine no high winds,Wet or damp,Single carriageway,Rural,Warwickshire,-1.1986,52.35681,A,18,40,Rural
0,10,0,1,Weekday,70,Daylight,Fine no high winds,Dry,Dual carriageway,Rural,Warwickshire,-1.45302,52.18892,Motorway,10,70,Rural
0,11,0,1,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.68541,52.19781,B,11,30,Rural
0,8,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Roundabout,Urban,Warwickshire,-1.5787,52.27871,A,8,30,Urban
0,18,0,0,Weekend,60,Darkness - lights lit,Raining no high winds,Wet or damp,Dual carriageway,Urban,Warwickshire,-1.25723,52.3879,A,18,60,Urban
0,18,0,1,Weekday,70,Daylight,Raining no high winds,Wet or damp,Dual carriageway,Rural,Warwickshire,-1.42186,52.45172,Motorway,18,70,Rural
0,12,0,1,Weekend,50,Daylight,Raining no high winds,Wet or damp,Single carriageway,Rural,Warwickshire,-1.48293,52.23266,Unclassified,12,50,Rural
0,7,0,1,Weekday,70,Darkness - lighting unknown,Fine no high winds,Dry,Slip road,Rural,Warwickshire,-1.64342,52.60279,Motorway,7,70,Rural
0,15,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.51766,52.53721,B,15,30,Urban
1,17,0,1,Weekday,50,Daylight,Fine no high winds,Wet or damp,Single carriageway,Rural,Warwickshire,-1.33995,52.38112,A,17,50,Rural
0,8,0,1,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.58842,52.48283,B,8,30,Rural
0,1,1,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Roundabout,Urban,Warwickshire,-1.47555,52.50924,A,1,30,Urban
0,14,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.47807,52.52841,B,14,30,Urban
0,17,0,1,Weekend,40,Darkness - lights lit,Fine no high winds,Dry,Roundabout,Rural,Warwickshire,-1.61216,52.26069,A,17,40,Rural
1,3,1,1,Weekend,70,Darkness - no lighting,Raining no high winds,Wet or damp,Dual carriageway,Rural,Warwickshire,-1.41728,52.14766,Motorway,3,70,Rural
1,13,0,1,Weekend,50,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.54715,52.51632,B,13,50,Rural
0,16,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.43241,52.50777,Unclassified,16,30,Urban
0,6,0,1,Weekday,50,Daylight,Fine no high winds,Dry,Roundabout,Rural,Warwickshire,-1.70771,52.48041,A,6,50,Rural
0,17,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.51048,52.46307,Unclassified,17,30,Urban
0,18,0,1,Weekend,30,Darkness - no lighting,Raining no high winds,Wet or damp,Single carriageway,Rural,Warwickshire,-1.34683,52.26613,Unclassified,18,30,Rural
0,18,0,1,Weekend,60,Darkness - no lighting,Fine no high winds,Wet or damp,Single carriageway,Rural,Warwickshire,-1.38836,52.2231,Unclassified,18,60,Rural
1,6,0,0,Weekday,40,Darkness - lights lit,Fine no high winds,Dry,Dual carriageway,Urban,Warwickshire,-1.26394,52.38537,A,6,40,Urban
0,13,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.58619,52.28864,Unclassified,13,30,Urban
1,22,0,1,Weekday,50,Darkness - no lighting,Raining no high winds,Wet or damp,Single carriageway,Rural,Warwickshire,-1.5743,52.65028,Unclassified,22,50,Rural
0,6,0,1,Weekday,60,Daylight,Fine no high winds,Dry,Roundabout,Rural,Warwickshire,-1.63994,52.60366,A,6,60,Rural
0,15,0,1,Weekday,40,Daylight,Fine no high winds,Wet or damp,Single carriageway,Rural,Warwickshire,-1.60131,52.60917,Unclassified,15,40,Rural
1,14,0,1,Weekend,50,Daylight,Fine no high winds,Wet or damp,Single carriageway,Rural,Warwickshire,-1.50539,52.56512,A,14,50,Rural
1,21,0,1,Weekend,50,Darkness - no lighting,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.39813,52.15508,Unclassified,21,50,Rural
0,9,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.44839,52.54235,Unclassified,9,30,Urban
0,8,0,1,Weekday,70,Daylight,Fine no high winds,Wet or damp,Dual carriageway,Rural,Warwickshire,-1.67909,52.47635,Motorway,8,70,Rural
0,19,0,1,Weekday,70,Darkness - lights lit,Raining + high winds,Wet or damp,Dual carriageway,Rural,Warwickshire,-1.72705,52.48653,Motorway,19,70,Rural
0,12,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.29462,52.35835,Unclassified,12,30,Urban
1,10,0,1,Weekday,70,Daylight,Fine no high winds,Dry,Slip road,Rural,Warwickshire,-1.42167,52.43655,Motorway,10,70,Rural
1,13,0,1,Weekend,40,Daylight,Raining no high winds,Wet or damp,Single carriageway,Rural,Warwickshire,-1.25643,52.34944,B,13,40,Rural
1,10,0,0,Weekday,40,Daylight,Raining no high winds,Wet or damp,Dual carriageway,Urban,Warwickshire,-1.4671,52.51551,A,10,40,Urban
1,14,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.47278,52.50273,Unclassified,14,30,Urban
1,20,0,1,Weekday,50,Darkness - no lighting,Raining + high winds,Wet or damp,Single carriageway,Rural,Warwickshire,-1.49573,52.34447,Unclassified,20,50,Rural
0,8,0,1,Weekday,30,Daylight,Fine no high winds,Wet or damp,Single carriageway,Rural,Warwickshire,-1.65209,52.4434,Unclassified,8,30,Rural
1,7,0,1,Weekend,50,Daylight,Fine no high winds,Wet or damp,Single carriageway,Rural,Warwickshire,-1.57808,52.5329,B,7,50,Rural
1,11,0,1,Weekday,70,Daylight,Fine no high winds,Dry,Dual carriageway,Rural,Warwickshire,-1.72352,52.53069,A,11,70,Rural
0,7,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Warwickshire,-1.47232,52.52251,A,7,30,Urban
0,0,1,0,Weekend,30,Darkness - lighting unknown,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.24607,52.36927,Unclassified,0,30,Urban
1,12,0,1,Weekday,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.79816,52.29031,A,12,60,Rural
1,17,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.50964,52.31295,Unclassified,17,30,Urban
1,15,0,1,Weekday,30,Daylight,Fine no high winds,Wet or damp,Single carriageway,Rural,Warwickshire,-1.51695,52.35144,Unclassified,15,30,Rural
0,9,0,1,Weekday,70,Daylight,Raining no high winds,Wet or damp,Dual carriageway,Rural,Warwickshire,-1.59177,52.46781,Motorway,9,70,Rural
0,8,0,1,Weekday,70,Daylight,Fine no high winds,Dry,Dual carriageway,Rural,Warwickshire,-1.72711,52.5211,Motorway,8,70,Rural
0,13,0,1,Weekday,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.58259,52.64305,Unclassified,13,60,Rural
0,15,0,1,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.42316,52.45568,Unclassified,15,30,Rural
0,16,0,1,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.48417,52.45829,Unclassified,16,30,Rural
0,16,0,1,Weekday,50,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.5031,52.56436,Unclassified,16,50,Rural
1,22,0,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.49843,52.51543,B,22,30,Urban
0,14,0,1,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.87185,52.21374,Unclassified,14,30,Rural
1,15,0,1,Weekday,50,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.7223,52.51761,A,15,50,Rural
0,13,0,0,Weekday,40,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.43695,52.52712,A,13,40,Urban
0,14,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.26295,52.39074,Unclassified,14,30,Urban
1,17,0,1,Weekday,50,Darkness - no lighting,Fine no high winds,Wet or damp,Single carriageway,Rural,Warwickshire,-1.34365,52.34364,B,17,50,Rural
0,15,0,1,Weekday,50,Daylight,Fine no high winds,Wet or damp,Dual carriageway,Rural,Warwickshire,-1.28139,52.33315,A,15,50,Rural
0,18,0,1,Weekday,60,Darkness - no lighting,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.36574,52.27385,A,18,60,Rural
0,11,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.58015,52.28341,Unclassified,11,30,Urban
1,14,0,1,Weekend,70,Daylight,Fine no high winds,Dry,Dual carriageway,Rural,Warwickshire,-1.70904,52.48801,A,14,70,Rural
0,12,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Warwickshire,-1.50846,52.52307,Unclassified,12,30,Urban
0,13,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.48288,52.52632,Unclassified,13,30,Urban
0,22,0,1,Weekday,70,Darkness - lights lit,Fine no high winds,Wet or damp,Dual carriageway,Rural,Warwickshire,-1.43689,52.40869,A,22,70,Rural
0,6,0,1,Weekend,50,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.26036,52.32235,A,6,50,Rural
0,12,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.54461,52.27158,Unclassified,12,30,Urban
0,17,0,1,Weekday,20,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.44234,52.3561,A,17,20,Rural
0,22,0,1,Weekday,70,Darkness - lights lit,Fine no high winds,Dry,Dual carriageway,Rural,Warwickshire,-1.43502,52.16384,Motorway,22,70,Rural
0,10,0,1,Weekend,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.37006,52.17685,A,10,60,Rural
1,13,0,1,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.62364,52.0628,A,13,30,Rural
1,15,0,1,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.62396,52.06604,Unclassified,15,30,Rural
0,20,0,1,Weekday,50,Daylight,Fine no high winds,Dry,Roundabout,Rural,Warwickshire,-1.57455,52.30839,Unclassified,20,50,Rural
1,4,1,1,Weekday,50,Darkness - no lighting,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.42637,52.12867,B,4,50,Rural
1,19,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.51468,52.53346,Unclassified,19,30,Urban
1,15,0,1,Weekday,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.42862,52.34866,A,15,60,Rural
1,19,0,1,Weekend,70,Darkness - no lighting,Raining no high winds,Wet or damp,Dual carriageway,Rural,Warwickshire,-1.45311,52.18864,Motorway,19,70,Rural
0,15,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.70999,52.19288,Unclassified,15,20,Urban
1,8,0,1,Weekday,70,Daylight,Raining no high winds,Flood over 3cm. deep,Dual carriageway,Rural,Warwickshire,-1.26279,52.41043,Motorway,8,70,Rural
0,16,0,1,Weekday,50,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.50285,52.56434,A,16,50,Rural
0,16,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.52839,52.27996,Unclassified,16,30,Urban
1,15,0,1,Weekday,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.54752,52.48054,Unclassified,15,60,Rural
0,9,0,1,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.58245,52.62615,Unclassified,9,30,Rural
0,16,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.5361,52.2936,B,16,30,Urban
0,11,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.52823,52.29716,Unclassified,11,30,Urban
0,10,0,1,Weekday,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.37832,52.4725,B,10,60,Rural
0,6,0,1,Weekday,50,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Warwickshire,-1.51642,52.34346,B,6,50,Rural
0,8,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.70205,52.19543,A,8,30,Urban
0,16,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Warwickshire,-1.53428,52.26838,Unclassified,16,30,Urban
0,19,0,1,Weekend,60,Darkness - no lighting,Fine no high winds,Dry,Dual carriageway,Rural,Warwickshire,-1.70667,52.52545,Unclassified,19,60,Rural
